2024-04-19 18:28:28,164 - root - INFO - Epoch 0; loss: 104.22893524169922; CER: 2.9288887977600098; WER: 1.0; val_loss: 149.7169952392578; val_CER: 0.9599999785423279; val_WER: 1.0
2024-04-19 18:29:14,828 - root - INFO - Epoch 1; loss: 79.08075714111328; CER: 1.8197530508041382; WER: 1.0; val_loss: 438.1087646484375; val_CER: 0.9488888382911682; val_WER: 1.0
2024-04-19 18:30:12,921 - root - INFO - Epoch 2; loss: 49.470420837402344; CER: 1.1891357898712158; WER: 1.0; val_loss: 407.8194274902344; val_CER: 0.8533332943916321; val_WER: 1.0
2024-04-19 18:31:04,580 - root - INFO - Epoch 3; loss: 35.04150390625; CER: 1.074320912361145; WER: 1.0; val_loss: 92.87699890136719; val_CER: 0.8600000739097595; val_WER: 1.0
2024-04-19 18:31:46,251 - root - INFO - Epoch 4; loss: 28.150310516357422; CER: 0.9646913409233093; WER: 1.0; val_loss: 87.97163391113281; val_CER: 0.8977778553962708; val_WER: 1.0
2024-04-19 18:32:29,296 - root - INFO - Epoch 5; loss: 26.591859817504883; CER: 0.9629629254341125; WER: 1.0; val_loss: 77.88361358642578; val_CER: 0.9088889360427856; val_WER: 1.0
2024-04-19 18:33:12,034 - root - INFO - Epoch 6; loss: 25.490629196166992; CER: 0.954321026802063; WER: 1.0; val_loss: 58.642730712890625; val_CER: 0.9111111164093018; val_WER: 1.0
2024-04-19 18:33:56,280 - root - INFO - Epoch 7; loss: 24.526765823364258; CER: 0.9646912813186646; WER: 1.0; val_loss: 50.30046463012695; val_CER: 0.9333332777023315; val_WER: 1.0
2024-04-19 18:34:40,975 - root - INFO - Epoch 8; loss: 24.16875457763672; CER: 0.9730864763259888; WER: 1.0; val_loss: 53.799259185791016; val_CER: 0.9555554986000061; val_WER: 1.0
2024-04-19 18:35:22,478 - root - INFO - Epoch 9; loss: 23.323278427124023; CER: 0.9701234102249146; WER: 1.0; val_loss: 53.519004821777344; val_CER: 0.9777777791023254; val_WER: 1.0
2024-04-19 18:36:05,370 - root - INFO - Epoch 10; loss: 23.50611114501953; CER: 0.9671604633331299; WER: 1.0; val_loss: 49.09120178222656; val_CER: 0.9733333587646484; val_WER: 1.0
2024-04-19 18:37:01,920 - root - INFO - Epoch 11; loss: 23.628049850463867; CER: 0.9627160429954529; WER: 1.0; val_loss: 44.943702697753906; val_CER: 0.9755554795265198; val_WER: 1.0
2024-04-19 18:37:51,633 - root - INFO - Epoch 12; loss: 22.81920051574707; CER: 0.9681480526924133; WER: 1.0; val_loss: 41.9101448059082; val_CER: 0.982222318649292; val_WER: 1.0
2024-04-19 18:38:41,675 - root - INFO - Epoch 13; loss: 22.744354248046875; CER: 0.9656789302825928; WER: 1.0; val_loss: 37.9514274597168; val_CER: 0.986666738986969; val_WER: 1.0
2024-04-19 18:39:31,211 - root - INFO - Epoch 14; loss: 22.608381271362305; CER: 0.9671605229377747; WER: 1.0; val_loss: 37.908016204833984; val_CER: 0.9866666197776794; val_WER: 1.0
2024-04-19 18:40:18,569 - root - INFO - Epoch 15; loss: 22.32213592529297; CER: 0.9624691605567932; WER: 1.0; val_loss: 29.480209350585938; val_CER: 0.9844444394111633; val_WER: 1.0
2024-04-19 18:41:02,115 - root - INFO - Epoch 16; loss: 22.25937271118164; CER: 0.961481511592865; WER: 1.0; val_loss: 27.371618270874023; val_CER: 0.9888889193534851; val_WER: 1.0
2024-04-19 18:41:44,013 - root - INFO - Epoch 17; loss: 22.45389747619629; CER: 0.959753155708313; WER: 1.0; val_loss: 28.29245376586914; val_CER: 0.991111159324646; val_WER: 1.0
2024-04-19 18:42:28,943 - root - INFO - Epoch 18; loss: 22.103595733642578; CER: 0.9592593312263489; WER: 1.0; val_loss: 28.46688461303711; val_CER: 0.9933333396911621; val_WER: 1.0
2024-04-19 18:43:15,730 - root - INFO - Epoch 19; loss: 22.556976318359375; CER: 0.9634567499160767; WER: 1.0; val_loss: 24.034687042236328; val_CER: 0.995555579662323; val_WER: 1.0
2024-04-19 18:44:00,113 - root - INFO - Epoch 20; loss: 22.21014976501465; CER: 0.9496296644210815; WER: 1.0; val_loss: 23.978618621826172; val_CER: 0.995555579662323; val_WER: 1.0
2024-04-19 18:44:46,087 - root - INFO - Epoch 21; loss: 21.707544326782227; CER: 0.9619752764701843; WER: 1.0; val_loss: 26.243602752685547; val_CER: 0.995555579662323; val_WER: 1.0
2024-04-19 18:45:30,188 - root - INFO - Epoch 22; loss: 21.682525634765625; CER: 0.9550617933273315; WER: 1.0; val_loss: 20.444461822509766; val_CER: 0.9933333396911621; val_WER: 1.0
2024-04-19 18:46:13,863 - root - INFO - Epoch 23; loss: 22.053728103637695; CER: 0.9545677900314331; WER: 1.0; val_loss: 20.312925338745117; val_CER: 0.991111159324646; val_WER: 1.0
2024-04-19 18:46:58,152 - root - INFO - Epoch 24; loss: 21.616247177124023; CER: 0.9637036919593811; WER: 1.0; val_loss: 20.298751831054688; val_CER: 0.9933333396911621; val_WER: 1.0
2024-04-19 18:47:40,490 - root - INFO - Epoch 25; loss: 21.610424041748047; CER: 0.9609876871109009; WER: 1.0; val_loss: 20.124664306640625; val_CER: 0.991111159324646; val_WER: 1.0
2024-04-19 18:48:28,201 - root - INFO - Epoch 26; loss: 21.56448745727539; CER: 0.9483950734138489; WER: 1.0; val_loss: 20.216106414794922; val_CER: 0.9933333396911621; val_WER: 1.0
2024-04-19 18:49:11,083 - root - INFO - Epoch 27; loss: 21.338809967041016; CER: 0.948888897895813; WER: 1.0; val_loss: 20.44260025024414; val_CER: 0.991111159324646; val_WER: 1.0
2024-04-19 18:49:52,697 - root - INFO - Epoch 28; loss: 21.42503547668457; CER: 0.9525925517082214; WER: 1.0; val_loss: 20.090585708618164; val_CER: 0.9977777600288391; val_WER: 1.0
2024-04-19 18:50:43,954 - root - INFO - Epoch 29; loss: 21.141094207763672; CER: 0.9358024597167969; WER: 1.0; val_loss: 20.152280807495117; val_CER: 0.9977777600288391; val_WER: 1.0
2024-04-19 18:51:42,266 - root - INFO - Epoch 30; loss: 20.99489974975586; CER: 0.9360494017601013; WER: 1.0; val_loss: 20.11138343811035; val_CER: 0.9977777600288391; val_WER: 1.0
2024-04-19 18:52:32,695 - root - INFO - Epoch 31; loss: 20.926822662353516; CER: 0.9474073648452759; WER: 1.0; val_loss: 20.99219512939453; val_CER: 0.9977777600288391; val_WER: 1.0
