2024-04-17 20:16:33,355 - root - INFO - Epoch 0; loss: 28.671215057373047; CER: 0.9323455691337585; WER: 1.0; val_loss: 34.36642074584961; val_CER: 0.7933333516120911; val_WER: 1.0
2024-04-17 20:16:49,030 - root - INFO - Epoch 1; loss: 22.96692657470703; CER: 0.6901234984397888; WER: 1.0; val_loss: 31.313230514526367; val_CER: 0.8244445323944092; val_WER: 1.0
2024-04-17 20:17:04,126 - root - INFO - Epoch 2; loss: 21.049924850463867; CER: 0.6977777481079102; WER: 1.0; val_loss: 23.703989028930664; val_CER: 0.8444444537162781; val_WER: 1.0
2024-04-17 20:17:19,748 - root - INFO - Epoch 3; loss: 20.74174690246582; CER: 0.7096295952796936; WER: 1.0; val_loss: 21.605581283569336; val_CER: 0.8755555748939514; val_WER: 1.0
2024-04-17 20:17:35,015 - root - INFO - Epoch 4; loss: 20.09800148010254; CER: 0.7024692296981812; WER: 1.0; val_loss: 20.801607131958008; val_CER: 0.8866667151451111; val_WER: 1.0
2024-04-17 20:17:50,611 - root - INFO - Epoch 5; loss: 19.880746841430664; CER: 0.7187654376029968; WER: 1.0; val_loss: 20.025907516479492; val_CER: 0.8888888359069824; val_WER: 1.0
2024-04-17 20:18:06,637 - root - INFO - Epoch 6; loss: 19.760549545288086; CER: 0.7046913504600525; WER: 1.0; val_loss: 19.771696090698242; val_CER: 0.8888888359069824; val_WER: 1.0
2024-04-17 20:18:21,933 - root - INFO - Epoch 7; loss: 19.590341567993164; CER: 0.7101234793663025; WER: 1.0; val_loss: 19.232389450073242; val_CER: 0.8888888359069824; val_WER: 1.0
2024-04-17 20:18:36,782 - root - INFO - Epoch 8; loss: 19.491544723510742; CER: 0.6869136095046997; WER: 1.0; val_loss: 19.116514205932617; val_CER: 0.8888888359069824; val_WER: 1.0
2024-04-17 20:18:51,937 - root - INFO - Epoch 9; loss: 19.35063362121582; CER: 0.68666672706604; WER: 1.0; val_loss: 18.965904235839844; val_CER: 0.7777777910232544; val_WER: 1.0
2024-04-17 20:19:07,109 - root - INFO - Epoch 10; loss: 19.42149543762207; CER: 0.664197564125061; WER: 1.0; val_loss: 18.834991455078125; val_CER: 0.7777777910232544; val_WER: 1.0
2024-04-17 20:19:22,192 - root - INFO - Epoch 11; loss: 19.33509063720703; CER: 0.6814815402030945; WER: 1.0; val_loss: 18.83279037475586; val_CER: 0.7599999904632568; val_WER: 1.0
2024-04-17 20:19:37,322 - root - INFO - Epoch 12; loss: 19.156295776367188; CER: 0.6807408332824707; WER: 1.0; val_loss: 18.71316909790039; val_CER: 0.7422223091125488; val_WER: 1.0
2024-04-17 20:19:52,702 - root - INFO - Epoch 13; loss: 19.04898452758789; CER: 0.6644445061683655; WER: 1.0; val_loss: 18.564842224121094; val_CER: 0.7422223091125488; val_WER: 1.0
2024-04-17 20:20:07,918 - root - INFO - Epoch 14; loss: 19.022859573364258; CER: 0.6607406735420227; WER: 1.0; val_loss: 18.537588119506836; val_CER: 0.7422223091125488; val_WER: 1.0
2024-04-17 20:20:23,859 - root - INFO - Epoch 15; loss: 18.760175704956055; CER: 0.6528394818305969; WER: 1.0; val_loss: 18.493078231811523; val_CER: 0.7422221899032593; val_WER: 1.0
2024-04-17 20:20:40,411 - root - INFO - Epoch 16; loss: 18.68198585510254; CER: 0.6681482195854187; WER: 1.0; val_loss: 18.564760208129883; val_CER: 0.7200000286102295; val_WER: 1.0
2024-04-17 20:20:55,587 - root - INFO - Epoch 17; loss: 18.701417922973633; CER: 0.6486420631408691; WER: 1.0; val_loss: 18.512659072875977; val_CER: 0.7288888692855835; val_WER: 1.0
2024-04-17 20:21:11,469 - root - INFO - Epoch 18; loss: 18.579864501953125; CER: 0.6600000262260437; WER: 1.0; val_loss: 18.353843688964844; val_CER: 0.699999988079071; val_WER: 1.0
2024-04-17 20:21:26,806 - root - INFO - Epoch 19; loss: 18.464941024780273; CER: 0.6560494899749756; WER: 1.0; val_loss: 18.245046615600586; val_CER: 0.6733333468437195; val_WER: 1.0
2024-04-17 20:21:41,886 - root - INFO - Epoch 20; loss: 18.376083374023438; CER: 0.6595062017440796; WER: 1.0; val_loss: 18.11075210571289; val_CER: 0.7288889288902283; val_WER: 1.0
2024-04-17 20:21:56,888 - root - INFO - Epoch 21; loss: 18.214187622070312; CER: 0.6528394818305969; WER: 1.0; val_loss: 18.066930770874023; val_CER: 0.7200000286102295; val_WER: 1.0
2024-04-17 20:22:12,020 - root - INFO - Epoch 22; loss: 18.234628677368164; CER: 0.6461729407310486; WER: 1.0; val_loss: 18.195148468017578; val_CER: 0.7133333683013916; val_WER: 1.0
2024-04-17 20:22:27,498 - root - INFO - Epoch 23; loss: 18.228734970092773; CER: 0.6402469277381897; WER: 1.0; val_loss: 18.359603881835938; val_CER: 0.7244444489479065; val_WER: 1.0
2024-04-17 20:22:43,067 - root - INFO - Epoch 24; loss: 18.060976028442383; CER: 0.6274074912071228; WER: 1.0; val_loss: 18.302326202392578; val_CER: 0.6666667461395264; val_WER: 1.0
2024-04-17 20:22:58,133 - root - INFO - Epoch 25; loss: 18.0031681060791; CER: 0.6227161288261414; WER: 1.0; val_loss: 18.078290939331055; val_CER: 0.6533333659172058; val_WER: 1.0
2024-04-17 20:23:14,117 - root - INFO - Epoch 26; loss: 17.90666961669922; CER: 0.632839560508728; WER: 1.0; val_loss: 17.889442443847656; val_CER: 0.6733333468437195; val_WER: 1.0
2024-04-17 20:23:29,984 - root - INFO - Epoch 27; loss: 17.937896728515625; CER: 0.6274074912071228; WER: 1.0; val_loss: 17.813858032226562; val_CER: 0.6555555462837219; val_WER: 1.0
2024-04-17 20:23:46,145 - root - INFO - Epoch 28; loss: 17.840343475341797; CER: 0.6150617599487305; WER: 1.0; val_loss: 17.513216018676758; val_CER: 0.6533333659172058; val_WER: 1.0
2024-04-17 20:24:01,814 - root - INFO - Epoch 29; loss: 17.799495697021484; CER: 0.6390123963356018; WER: 1.0; val_loss: 18.272502899169922; val_CER: 0.6755555868148804; val_WER: 1.0
2024-04-17 20:24:17,482 - root - INFO - Epoch 30; loss: 17.683795928955078; CER: 0.6279012560844421; WER: 1.0; val_loss: 17.600976943969727; val_CER: 0.6600000262260437; val_WER: 1.0
2024-04-17 20:24:32,595 - root - INFO - Epoch 31; loss: 17.694915771484375; CER: 0.6204938888549805; WER: 1.0; val_loss: 17.416362762451172; val_CER: 0.6533333659172058; val_WER: 1.0
2024-04-17 20:24:48,647 - root - INFO - Epoch 32; loss: 17.464488983154297; CER: 0.6071605086326599; WER: 1.0; val_loss: 17.90340232849121; val_CER: 0.6488889455795288; val_WER: 1.0
2024-04-17 20:25:05,650 - root - INFO - Epoch 33; loss: 17.418302536010742; CER: 0.6133333444595337; WER: 1.0; val_loss: 17.501123428344727; val_CER: 0.635555624961853; val_WER: 1.0
2024-04-17 20:25:22,703 - root - INFO - Epoch 34; loss: 17.189167022705078; CER: 0.6123456954956055; WER: 1.0; val_loss: 17.599332809448242; val_CER: 0.635555624961853; val_WER: 1.0
2024-04-17 20:25:39,034 - root - INFO - Epoch 35; loss: 17.0081729888916; CER: 0.5965432524681091; WER: 1.0; val_loss: 17.20881462097168; val_CER: 0.6422222852706909; val_WER: 1.0
2024-04-17 20:25:54,538 - root - INFO - Epoch 36; loss: 16.965930938720703; CER: 0.5940740704536438; WER: 1.0; val_loss: 16.53792953491211; val_CER: 0.6088889241218567; val_WER: 1.0
2024-04-17 20:26:10,259 - root - INFO - Epoch 37; loss: 16.82072639465332; CER: 0.5928395390510559; WER: 1.0; val_loss: 16.85790252685547; val_CER: 0.6244444251060486; val_WER: 1.0
2024-04-17 20:26:26,704 - root - INFO - Epoch 38; loss: 16.613779067993164; CER: 0.5933333039283752; WER: 1.0; val_loss: 17.057571411132812; val_CER: 0.6355555653572083; val_WER: 1.0
2024-04-17 20:26:45,300 - root - INFO - Epoch 39; loss: 16.450998306274414; CER: 0.5911111235618591; WER: 1.0; val_loss: 17.257740020751953; val_CER: 0.6422222256660461; val_WER: 1.0
2024-04-17 20:27:00,153 - root - INFO - Epoch 40; loss: 16.18580436706543; CER: 0.5795062184333801; WER: 1.0; val_loss: 16.56673812866211; val_CER: 0.6133333444595337; val_WER: 1.0
2024-04-17 20:27:15,527 - root - INFO - Epoch 41; loss: 15.845925331115723; CER: 0.5767900943756104; WER: 1.0; val_loss: 16.079442977905273; val_CER: 0.588888943195343; val_WER: 1.0
2024-04-17 20:27:30,709 - root - INFO - Epoch 42; loss: 15.691255569458008; CER: 0.5646913051605225; WER: 1.0; val_loss: 15.364157676696777; val_CER: 0.5866667032241821; val_WER: 1.0
2024-04-17 20:27:47,240 - root - INFO - Epoch 43; loss: 15.220538139343262; CER: 0.5617284178733826; WER: 1.0; val_loss: 15.1176176071167; val_CER: 0.5822222232818604; val_WER: 1.0
2024-04-17 20:28:03,473 - root - INFO - Epoch 44; loss: 14.972678184509277; CER: 0.5617283582687378; WER: 1.0; val_loss: 14.029387474060059; val_CER: 0.537777841091156; val_WER: 1.0
2024-04-17 20:28:21,298 - root - INFO - Epoch 45; loss: 14.49458122253418; CER: 0.5392592549324036; WER: 1.0; val_loss: 13.775821685791016; val_CER: 0.5222222208976746; val_WER: 1.0
2024-04-17 20:28:38,569 - root - INFO - Epoch 46; loss: 14.204882621765137; CER: 0.5370370745658875; WER: 1.0; val_loss: 13.159087181091309; val_CER: 0.5266667008399963; val_WER: 1.0
2024-04-17 20:28:56,453 - root - INFO - Epoch 47; loss: 13.599617958068848; CER: 0.521481454372406; WER: 1.0; val_loss: 12.546831130981445; val_CER: 0.491111159324646; val_WER: 0.9800000190734863
2024-04-17 20:29:13,966 - root - INFO - Epoch 48; loss: 13.235265731811523; CER: 0.5118518471717834; WER: 1.0; val_loss: 11.088871955871582; val_CER: 0.45777779817581177; val_WER: 1.0
2024-04-17 20:29:30,659 - root - INFO - Epoch 49; loss: 12.750638008117676; CER: 0.5; WER: 1.0; val_loss: 10.8961181640625; val_CER: 0.46000000834465027; val_WER: 1.0
2024-04-17 20:29:45,849 - root - INFO - Epoch 50; loss: 12.227985382080078; CER: 0.4755555987358093; WER: 1.0; val_loss: 10.35443115234375; val_CER: 0.402222216129303; val_WER: 1.0
2024-04-17 20:30:01,107 - root - INFO - Epoch 51; loss: 11.76220989227295; CER: 0.475802481174469; WER: 1.0; val_loss: 9.809761047363281; val_CER: 0.3933333456516266; val_WER: 1.0
2024-04-17 20:30:16,215 - root - INFO - Epoch 52; loss: 11.227391242980957; CER: 0.4597530663013458; WER: 0.9977777600288391; val_loss: 9.190400123596191; val_CER: 0.3422222137451172; val_WER: 0.9800000190734863
2024-04-17 20:30:31,087 - root - INFO - Epoch 53; loss: 10.696776390075684; CER: 0.44518521428108215; WER: 1.0; val_loss: 8.837623596191406; val_CER: 0.3288889229297638; val_WER: 1.0
2024-04-17 20:30:46,052 - root - INFO - Epoch 54; loss: 10.253734588623047; CER: 0.4130864143371582; WER: 0.9977777600288391; val_loss: 8.567626953125; val_CER: 0.3199999928474426; val_WER: 0.9599999785423279
2024-04-17 20:31:01,001 - root - INFO - Epoch 55; loss: 9.889830589294434; CER: 0.41012346744537354; WER: 0.9911110997200012; val_loss: 7.458630561828613; val_CER: 0.2666666805744171; val_WER: 0.9599999785423279
2024-04-17 20:31:16,243 - root - INFO - Epoch 56; loss: 9.357489585876465; CER: 0.385185182094574; WER: 0.995555579662323; val_loss: 7.190164566040039; val_CER: 0.25999999046325684; val_WER: 0.9200000166893005
2024-04-17 20:31:31,577 - root - INFO - Epoch 57; loss: 9.012393951416016; CER: 0.380740761756897; WER: 0.9933333396911621; val_loss: 6.8380961418151855; val_CER: 0.23999999463558197; val_WER: 0.9200000166893005
2024-04-17 20:31:46,454 - root - INFO - Epoch 58; loss: 8.703986167907715; CER: 0.3656790554523468; WER: 0.9822221994400024; val_loss: 6.718761444091797; val_CER: 0.2266666740179062; val_WER: 0.9200000166893005
2024-04-17 20:32:01,153 - root - INFO - Epoch 59; loss: 8.640350341796875; CER: 0.3562963604927063; WER: 0.9844444394111633; val_loss: 6.637363910675049; val_CER: 0.25333333015441895; val_WER: 0.9800000190734863
2024-04-17 20:32:15,875 - root - INFO - Epoch 60; loss: 8.055026054382324; CER: 0.3291357755661011; WER: 0.9733333587646484; val_loss: 6.59232234954834; val_CER: 0.23999999463558197; val_WER: 0.9399999976158142
2024-04-17 20:32:30,613 - root - INFO - Epoch 61; loss: 7.92941951751709; CER: 0.33209875226020813; WER: 0.9711111187934875; val_loss: 6.386225700378418; val_CER: 0.25111111998558044; val_WER: 0.9200000166893005
2024-04-17 20:32:45,514 - root - INFO - Epoch 62; loss: 8.155364036560059; CER: 0.3392592966556549; WER: 0.9622222185134888; val_loss: 6.0267486572265625; val_CER: 0.20000000298023224; val_WER: 0.8999999761581421
2024-04-17 20:33:00,648 - root - INFO - Epoch 63; loss: 7.617886066436768; CER: 0.3212345838546753; WER: 0.9599999785423279; val_loss: 5.368746280670166; val_CER: 0.19777779281139374; val_WER: 0.8600000143051147
2024-04-17 20:33:15,965 - root - INFO - Epoch 64; loss: 7.575322151184082; CER: 0.31481480598449707; WER: 0.9777777791023254; val_loss: 4.963684558868408; val_CER: 0.1711111068725586; val_WER: 0.8199999928474426
